Date,Open,High,Low,Close,Adj Close,Volume
2021-12-28,6588.133789,6615.945801,6586.520020,6598.342773,6598.342773,191799500
2021-12-29,6603.755859,6621.579102,6585.395996,6600.676758,6600.676758,200549500
2021-12-30,6609.442871,6613.728027,6581.481934,6581.481934,6581.481934,192017600
2022-01-03,6586.259766,6677.199219,6586.132813,6665.308105,6665.308105,182552700
2022-01-04,6675.129883,6720.657227,6675.129883,6695.373047,6695.373047,185900100
2022-01-05,6703.171875,6738.109863,6634.838867,6662.298828,6662.298828,179080500
2022-01-06,6674.852051,6679.851074,6593.229004,6653.351074,6653.351074,179990500
2022-01-07,6669.511230,6712.146973,6647.712891,6701.315918,6701.315918,157064700
2022-01-10,6697.375977,6725.023926,6689.282227,6691.124023,6691.124023,159382400
2022-01-11,6705.795898,6727.767090,6636.500977,6647.970215,6647.970215,181053500
2022-01-12,6662.395020,6690.323242,6625.756836,6647.064941,6647.064941,192900600
2022-01-13,6659.973145,6667.940918,6626.338867,6658.355957,6658.355957,180765500
2022-01-14,6653.645996,6699.413086,6631.045898,6693.400879,6693.400879,140467300
2022-01-17,6711.405762,6711.821777,6625.862793,6645.047852,6645.047852,148626000
2022-01-18,6654.958984,6667.404785,6534.270020,6614.059082,6614.059082,172778900
2022-01-19,6609.832031,6615.451172,6575.380859,6591.980957,6591.980957,171354300
2022-01-20,6607.798828,6637.207031,6587.765137,6626.871094,6626.871094,158271000
2022-01-21,6626.348145,6726.373047,6607.417969,6726.373047,6726.373047,154628300
2022-01-24,6700.821777,6712.262207,6645.409180,6655.166016,6655.166016,176239200
2022-01-25,6630.877930,6632.953125,6523.929199,6568.172852,6568.172852,213235100
2022-01-26,6569.817871,6601.336914,6549.520996,6600.818848,6600.818848,226349800
2022-01-27,6586.854004,6627.405762,6570.750000,6611.161133,6611.161133,177817500
2022-01-28,6618.717773,6645.511230,6603.491211,6645.511230,6645.511230,192680600
2022-01-31,6656.707031,6669.911133,6626.655762,6631.150879,6631.150879,182548300
2022-02-02,6657.791992,6716.597168,6650.303223,6707.651855,6707.651855,214830000
2022-02-03,6724.398926,6730.598145,6648.078125,6683.851074,6683.851074,202406000
2022-02-04,6697.942871,6731.391113,6685.403809,6731.391113,6731.391113,177332600
2022-02-07,6751.349121,6806.729980,6748.909180,6804.937012,6804.937012,225856300
2022-02-08,6813.184082,6860.750000,6780.416992,6789.521973,6789.521973,255862800
2022-02-09,6811.753906,6840.394043,6796.632813,6834.605957,6834.605957,253458500
2022-02-10,6859.333984,6874.351074,6814.210938,6823.642090,6823.642090,279507200
2022-02-11,6813.607910,6825.062012,6773.537109,6815.606934,6815.606934,223574800
2022-02-14,6791.315918,6796.711914,6698.508789,6734.485840,6734.485840,202907800
2022-02-15,6746.358887,6807.497070,6727.358887,6807.497070,6807.497070,210390400
2022-02-16,6821.925781,6857.649902,6821.158203,6850.198242,6850.198242,216253600
2022-02-17,6836.183105,6859.706055,6790.590820,6835.117188,6835.117188,229539500
2022-02-18,6837.519043,6899.410156,6812.355957,6892.817871,6892.817871,233754300
2022-02-21,6896.751953,6927.909180,6886.132813,6902.964844,6902.964844,231576400
2022-02-22,6879.818848,6903.996094,6823.944824,6861.994141,6861.994141,196218500
2022-02-23,6878.625000,6920.056152,6873.813965,6920.056152,6920.056152,204842700
2022-02-24,6912.477051,6929.911133,6758.860840,6817.819824,6817.819824,282680700
2022-02-25,6825.371094,6904.910156,6822.244141,6888.170898,6888.170898,211896500
2022-03-01,6964.696777,6996.935059,6915.976074,6921.440918,6921.440918,196006400
2022-03-02,6956.618164,6973.357910,6861.958984,6868.401855,6868.401855,325795100
2022-03-04,6921.315918,6936.988770,6895.730957,6928.328125,6928.328125,247492300
2022-03-07,6905.324219,6917.933105,6843.812012,6869.065918,6869.065918,261271800
2022-03-08,6895.630859,6929.862793,6814.183105,6814.183105,6814.183105,246218500
2022-03-09,6836.671875,6888.930176,6824.090820,6864.440918,6864.440918,209971800
2022-03-10,6897.174805,6924.007813,6837.725098,6924.007813,6924.007813,194071700
2022-03-11,6872.631836,6922.602051,6853.857910,6922.602051,6922.602051,174120300
2022-03-14,6949.206055,6969.993164,6918.312988,6952.204102,6952.204102,193318000
2022-03-15,6968.349121,6996.320801,6894.920898,6918.185059,6918.185059,189709300
2022-03-16,6951.352051,6992.395020,6946.842773,6992.395020,6992.395020,171297500
2022-03-17,7016.532227,7032.702148,6949.166016,6964.384766,6964.384766,197411300
2022-03-18,6981.262207,7000.587891,6926.414063,6954.964844,6954.964844,198102900
2022-03-21,6945.893066,6974.153809,6929.934082,6955.181152,6955.181152,216686100
2022-03-22,6974.977051,7003.259766,6968.201172,7000.821777,7000.821777,188258200
2022-03-23,7010.838867,7022.043945,6976.159180,6996.115234,6996.115234,214242900
2022-03-24,6986.183105,7049.685059,6977.833984,7049.685059,7049.685059,264967400
2022-03-25,7050.553223,7055.340820,6978.398926,7002.532227,7002.532227,201857500
2022-03-28,6996.317871,7051.541016,6987.223145,7049.603027,7049.603027,174012100
2022-03-29,7052.734863,7072.777832,7007.910156,7011.688965,7011.688965,185204100
2022-03-30,7037.202148,7055.866211,7022.651855,7053.189941,7053.189941,194572800
2022-03-31,7070.761230,7099.497070,7049.810059,7071.441895,7071.441895,178707400
2022-04-01,7093.699219,7099.301758,7040.491211,7078.759766,7078.759766,157645900
2022-04-04,7082.247070,7116.217773,7060.213867,7116.217773,7116.217773,173611100
2022-04-05,7122.914063,7148.298828,7110.110840,7148.298828,7148.298828,184230300
2022-04-06,7128.412109,7147.992188,7090.224121,7104.215820,7104.215820,216736400
2022-04-07,7115.086914,7145.167969,7097.903809,7127.367188,7127.367188,204797800
2022-04-08,7157.309082,7216.494141,7151.258789,7210.834961,7210.834961,207396700
2022-04-11,7212.002930,7355.299805,7194.607910,7203.793945,7203.793945,334575500
2022-04-12,7205.077148,7320.236816,7146.585938,7214.780762,7214.780762,253923400
2022-04-13,7240.188965,7266.398926,7212.857910,7262.776855,7262.776855,245926100
2022-04-14,7265.319824,7282.905762,7234.333008,7235.532227,7235.532227,238683900
2022-04-18,7245.503906,7277.075195,7243.360840,7275.289063,7275.289063,210765700
2022-04-19,7283.416992,7297.394043,7199.231934,7199.231934,7199.231934,214778100
2022-04-20,7226.872070,7262.558105,7184.964844,7227.361816,7227.361816,266258400
2022-04-21,7249.497070,7294.671875,7245.726074,7276.192871,7276.192871,177135800
2022-04-22,7251.980957,7291.479980,7174.810059,7225.605957,7225.605957,249844600
2022-04-25,7204.161133,7234.314941,7121.859863,7215.979004,7215.979004,212314600
2022-04-26,7208.922852,7247.475098,7161.659180,7232.152832,7232.152832,197362000
2022-04-27,7211.710938,7226.019043,7175.066895,7196.764160,7196.764160,201981800
2022-04-28,7260.270020,7267.111816,7204.599121,7228.914063,7228.914063,194334400
2022-05-09,7154.916992,7156.483887,6896.999023,6909.750977,6909.750977,212774700
2022-05-10,6747.562988,6832.098145,6662.611816,6819.793945,6819.793945,193141700
2022-05-11,6833.193848,6902.215820,6796.295898,6816.203125,6816.203125,0
2022-05-12,6802.328125,6802.328125,6576.309082,6599.839844,6599.839844,194742800
2022-05-13,6586.577148,6633.014160,6509.878906,6597.993164,6597.993164,177689000
2022-05-17,6603.893066,6703.050781,6574.136230,6644.466797,6644.466797,195947200
2022-05-18,6676.394043,6804.907227,6648.940918,6793.414063,6793.414063,192322000
2022-05-19,6719.756836,6851.717773,6620.684082,6823.334961,6823.334961,234684500
2022-05-20,6839.016113,6965.105957,6804.907227,6918.144043,6918.144043,193153300
2022-05-23,6930.938965,6972.180176,6802.712891,6840.774902,6840.774902,181821900
2022-05-24,6859.222168,6941.666992,6822.140137,6914.141113,6914.141113,197751100
2022-05-25,6914.645020,6944.482910,6858.695801,6883.503906,6883.503906,173878500
2022-05-27,6948.226074,7032.821777,6938.292969,7026.255859,7026.255859,196905500
2022-05-30,7052.172852,7069.250977,6974.616211,7037.564941,7037.564941,201457000
2022-05-31,7064.226074,7148.970215,7033.755859,7148.970215,7148.970215,279640300
2022-06-02,7130.601074,7209.079102,7117.979004,7148.723145,7148.723145,227362900
2022-06-03,7176.682129,7233.995117,7170.692871,7182.960938,7182.960938,240581300
2022-06-06,7163.173828,7194.536133,7056.174805,7096.582031,7096.582031,231204100
2022-06-07,7101.312988,7192.542969,7062.965820,7141.044922,7141.044922,275161800
2022-06-08,7133.497070,7220.084961,7102.861816,7193.313965,7193.313965,260589300
2022-06-09,7186.892090,7257.997070,7174.819824,7182.830078,7182.830078,270045800
2022-06-10,7143.241211,7160.116211,7051.223145,7086.647949,7086.647949,244570500
2022-06-13,6992.229980,6996.713867,6924.952148,6995.441895,6995.441895,262879000
2022-06-14,6949.647949,7049.881836,6932.713867,7049.881836,7049.881836,234982700
2022-06-15,7031.199219,7086.381836,6966.026855,7007.049805,7007.049805,274136800
2022-06-16,7063.077148,7138.496094,7025.931152,7050.326172,7050.326172,268578900
2022-06-17,6987.751953,6999.539063,6882.644043,6936.966797,6936.966797,281566500
2022-06-20,6937.007813,6976.376953,6859.599121,6976.376953,6976.376953,270432200
2022-06-21,6976.335938,7049.909180,6967.623047,7044.070801,7044.070801,235393100
2022-06-22,7044.110840,7063.258789,6968.296875,6984.311035,6984.311035,214189700
2022-06-23,6984.311035,7010.272949,6920.734863,6998.267090,6998.267090,212119400
2022-06-24,6998.348145,7067.747070,6997.919922,7042.937012,7042.937012,201464700
2022-06-27,7043.018066,7070.519043,6973.658203,7016.055176,7016.055176,181378000
2022-06-28,7016.136230,7016.916992,6960.071777,6996.456055,6996.456055,172583900
2022-06-29,6996.456055,7016.056152,6942.351074,6942.351074,6942.351074,164738900
2022-06-30,6942.351074,6990.861816,6897.675781,6911.582031,6911.582031,164820700
2022-07-01,6911.582031,6940.979980,6777.316895,6794.328125,6794.328125,157368000
2022-07-04,6794.368164,6796.519043,6559.637207,6639.171875,6639.171875,172853700
2022-07-05,6639.211914,6767.829102,6639.211914,6703.266113,6703.266113,181055000
2022-07-06,6703.266113,6709.921875,6602.896973,6646.410156,6646.410156,140628200
2022-07-07,6646.410156,6682.666992,6632.387207,6652.586914,6652.586914,157996000
2022-07-08,6652.666992,6740.219238,6652.666992,6740.219238,6740.219238,157598800
2022-07-11,6740.019043,6757.086914,6690.616211,6722.145020,6722.145020,163555700
2022-07-12,6722.185059,6745.425781,6708.175781,6718.293945,6718.293945,184326800
2022-07-13,6718.293945,6727.922852,6636.048828,6640.990234,6640.990234,169282000
2022-07-14,6640.990234,6700.053223,6607.702148,6690.086914,6690.086914,131271000
2022-07-15,6690.086914,6716.956055,6645.902832,6651.904785,6651.904785,145685800
2022-07-18,6652.064941,6702.074219,6611.925781,6659.252930,6659.252930,143740000
2022-07-19,6659.292969,6740.075195,6626.254883,6736.091797,6736.091797,170776400
2022-07-20,6736.171875,6880.756836,6736.063965,6874.743164,6874.743164,182468200
2022-07-21,6874.783203,6893.375977,6809.715820,6864.130859,6864.130859,156437900
2022-07-22,6864.130859,6901.720215,6850.488770,6886.961914,6886.961914,199589800
2022-07-25,6887.041992,6908.191895,6858.407227,6858.407227,6858.407227,210616100
2022-07-26,6858.446777,6899.929199,6857.800781,6871.537109,6871.537109,320241300
2022-07-27,6871.497070,6911.899902,6861.446777,6898.215820,6898.215820,276772700
2022-07-28,6898.295898,6984.532227,6898.295898,6956.816895,6956.816895,287336500
2022-07-29,6956.896973,7032.353027,6951.123047,6951.123047,6951.123047,292504000
2022-08-01,6951.123047,7005.292969,6949.634766,6968.783203,6968.783203,238507600
2022-08-02,6968.783203,6991.392090,6902.629883,6988.157227,6988.157227,216232400
2022-08-03,6988.157227,7046.634766,6971.735840,7046.634766,7046.634766,225842100
2022-08-04,7046.634766,7075.560059,7025.054199,7057.348145,7057.348145,248154300
2022-08-05,7057.348145,7090.767090,7045.981934,7084.654785,7084.654785,173887000
2022-08-08,7084.654785,7100.808105,7050.824219,7086.849121,7086.849121,219012400
2022-08-09,7086.849121,7144.202148,7086.849121,7102.879883,7102.879883,263201500
2022-08-10,7102.879883,7104.034180,7021.672852,7086.235840,7086.235840,200438400
2022-08-11,7086.275879,7181.100098,7086.275879,7160.384766,7160.384766,246280600
2022-08-12,7160.384766,7164.669922,7113.579102,7129.276855,7129.276855,240074700
2022-08-15,7129.276855,7156.919922,7081.304199,7093.275879,7093.275879,228243500
2022-08-16,7093.275879,7147.970215,7080.752930,7133.453125,7133.453125,231209400
2022-08-18,7133.453125,7186.558105,7125.394043,7186.558105,7186.558105,239294800
2022-08-19,7186.598145,7230.110840,7172.434082,7172.434082,7172.434082,232876500
2022-08-22,7172.434082,7174.283203,7064.500977,7107.982910,7107.982910,204493100
2022-08-23,7107.862793,7183.258789,7106.834961,7163.265137,7163.265137,260557700
2022-08-24,7163.305176,7204.419922,7154.644043,7194.706055,7194.706055,221550000
2022-08-25,7194.706055,7210.163086,7146.312012,7174.208008,7174.208008,280881500
2022-08-26,7174.288086,7194.081055,7135.248047,7135.248047,7135.248047,273878800
2022-08-29,7135.087891,7135.087891,7015.347168,7132.044922,7132.044922,256806700
2022-08-30,7132.084961,7223.125977,7131.616211,7159.473145,7159.473145,308273200
2022-08-31,7159.513184,7178.589844,7073.222168,7178.589844,7178.589844,256857200
2022-09-01,7178.589844,7197.056152,7135.024902,7153.104004,7153.104004,252393900
2022-09-02,7153.104004,7207.615234,7146.811035,7177.179199,7177.179199,284827600
2022-09-05,7177.139160,7245.400879,7147.976074,7231.882813,7231.882813,309176400
2022-09-06,7231.922852,7287.700195,7230.792969,7233.154785,7233.154785,346421400
2022-09-07,7233.154785,7243.522949,7166.625977,7186.756836,7186.756836,328200100
2022-09-08,7186.756836,7277.883789,7186.563965,7232.017090,7232.017090,277671500
2022-09-09,7232.057129,7270.296875,7206.372070,7242.655762,7242.655762,273581100
2022-09-12,7242.695801,7276.419922,7218.463867,7254.463867,7254.463867,300778400
2022-09-13,7254.463867,7345.456055,7254.416016,7318.016113,7318.016113,285339000
2022-09-14,7317.895996,7317.895996,7219.319824,7278.078125,7278.078125,250200100
2022-09-15,7278.198242,7377.495117,7278.198242,7305.601074,7305.601074,274253400
2022-09-16,7305.601074,7306.163086,7163.073242,7168.870117,7168.870117,351796400
2022-09-19,7168.950195,7231.416016,7151.615234,7195.487793,7195.487793,252816300
2022-09-20,7195.567871,7252.186035,7186.246094,7196.951172,7196.951172,279749000
2022-09-21,7196.871094,7204.901855,7134.785156,7188.313965,7188.313965,246224300
2022-09-22,7188.193848,7225.550781,7127.457031,7218.905762,7218.905762,282626800
2022-09-23,7219.025879,7219.025879,7172.533203,7178.583008,7178.583008,205509000
2022-09-26,7178.502930,7178.502930,7039.241211,7127.502930,7127.502930,193399700
2022-09-27,7127.502930,7133.411133,7075.653809,7112.449219,7112.449219,227195500
2022-09-28,7112.409180,7156.979980,7073.473145,7077.030762,7077.030762,193422200
2022-09-29,7077.110840,7135.500977,7023.210938,7036.198242,7036.198242,214141900
2022-09-30,7036.198242,7056.169922,6926.859863,7040.797852,7040.797852,208540900
2022-10-03,7040.797852,7047.624023,6995.062012,7009.717773,7009.717773,179996500
2022-10-04,7009.836914,7101.472168,7009.836914,7072.255859,7072.255859,216377800
2022-10-05,7072.294922,7131.879883,7070.212891,7075.384766,7075.384766,219700600
2022-10-06,7075.384766,7135.908203,7066.471191,7076.623047,7076.623047,177554400
2022-10-07,7076.623047,7081.018066,7008.144043,7026.783203,7026.783203,226928900
2022-10-10,7026.663086,7026.663086,6947.719238,6994.395020,6994.395020,220135300
2022-10-11,6994.395020,7001.969238,6937.809082,6939.145020,6939.145020,237406700
2022-10-12,6939.145020,6990.587891,6870.282227,6909.208984,6909.208984,225826800
2022-10-13,6909.208984,6933.708008,6880.625000,6880.625000,6880.625000,175237300
2022-10-14,6880.665039,6943.854980,6814.529785,6814.529785,6814.529785,188093100
2022-10-17,6814.529785,6836.975098,6747.379883,6831.115234,6831.115234,217793900
2022-10-18,6831.154785,6891.984863,6809.984863,6834.494141,6834.494141,204836800
2022-10-19,6834.494141,6883.916992,6806.113770,6860.416016,6860.416016,165404100
2022-10-20,6860.416016,6986.205078,6847.066895,6980.651855,6980.651855,225664700
2022-10-21,6980.691895,7058.911133,6974.962891,7017.770996,7017.770996,181511700
2022-10-24,7017.811035,7092.169922,7017.460938,7053.043945,7053.043945,203913800
2022-10-25,7053.083984,7108.815918,7032.541992,7048.379883,7048.379883,223456200
2022-10-26,7048.419922,7081.879883,7017.935059,7043.938965,7043.938965,187797900
2022-10-27,7043.979004,7104.853027,7043.979004,7091.761230,7091.761230,188078500
2022-10-28,7091.761230,7100.808105,7016.702148,7056.040039,7056.040039,186703600
2022-10-31,7056.040039,7113.112793,7051.429199,7098.890137,7098.890137,192397100
2022-11-01,7098.930176,7128.136230,7018.551758,7052.303223,7052.303223,193069500
2022-11-02,7052.303223,7074.232910,6976.871094,7015.689941,7015.689941,165214300
2022-11-03,7015.689941,7050.380859,6962.853027,7034.573242,7034.573242,176601600
2022-11-04,7034.573242,7045.526855,6973.318848,7045.526855,7045.526855,180561000
2022-11-07,7045.526855,7102.395996,7011.563965,7102.395996,7102.395996,194075900
2022-11-08,7102.436035,7111.439941,7039.251953,7050.125977,7050.125977,193397800
2022-11-09,7050.085938,7073.551758,7037.307129,7070.083984,7070.083984,187445600
2022-11-10,7070.083984,7070.083984,6956.288086,6966.836914,6966.836914,188518000
2022-11-11,6966.996094,7106.060059,6966.996094,7089.206055,7089.206055,226055800
2022-11-14,7089.206055,7104.764160,7014.297852,7019.392090,7019.392090,174641100
2022-11-15,7019.392090,7048.390137,6999.235840,7035.500000,7035.500000,167825000
2022-11-16,7035.500000,7046.999023,6955.528809,7014.383789,7014.383789,165129900
2022-11-17,7014.383789,7051.274902,6965.762207,7044.985840,7044.985840,156588900
2022-11-18,7045.025879,7094.097168,7027.746094,7082.181152,7082.181152,167164400
2022-11-21,7082.181152,7107.323242,7050.440918,7063.247070,7063.247070,162801100
2022-11-22,7063.247070,7108.831055,7030.587891,7030.587891,7030.587891,177602200
2022-11-23,7030.626953,7089.693848,7026.391113,7054.123047,7054.123047,157476700
2022-11-24,7054.162109,7104.889160,7054.162109,7080.515137,7080.515137,159926700
2022-11-25,7080.554199,7086.562012,7013.221191,7053.149902,7053.149902,158716200
2022-11-28,7053.109863,7083.378906,7011.453125,7017.357910,7017.357910,187211500
2022-11-29,7017.317871,7036.538086,6990.900879,7012.068848,7012.068848,164098100
2022-11-30,7012.108887,7081.312988,6993.695801,7081.312988,7081.312988,273493300
2022-12-01,7081.194824,7090.276855,7018.269043,7020.803223,7020.803223,167994300
2022-12-02,7020.803223,7021.813965,6967.950195,7019.639160,7019.639160,139459800
2022-12-05,7019.639160,7053.902832,6987.328125,6987.328125,6987.328125,165306000
2022-12-06,6987.368164,6987.368164,6862.564941,6892.569824,6892.569824,149697900
2022-12-07,6892.569824,6892.663086,6799.299805,6818.751953,6818.751953,158724300
2022-12-08,6818.791016,6821.050781,6683.628906,6804.227051,6804.227051,162316700
2022-12-09,6804.227051,6804.227051,6695.381836,6715.118164,6715.118164,127123900
2022-12-12,6715.118164,6734.452148,6641.810059,6734.452148,6734.452148,134471100
2022-12-13,6734.491211,6826.116211,6714.872070,6810.315918,6810.315918,396136700
2022-12-14,6810.355957,6854.098145,6774.131836,6801.749023,6801.749023,215430000
2022-12-15,6801.789063,6801.837891,6740.955078,6751.859863,6751.859863,145093400
2022-12-16,6751.859863,6812.192871,6693.765137,6812.192871,6812.192871,156126900
2022-12-19,6812.153809,6827.814941,6754.087891,6779.698242,6779.698242,127896600
2022-12-20,6779.698242,6792.203125,6715.044922,6768.315918,6768.315918,151817000
2022-12-21,6768.315918,6820.663086,6763.696777,6820.663086,6820.663086,139079800
2022-12-22,6820.702148,6844.121094,6800.617188,6824.432129,6824.432129,129012900
2022-12-23,6824.393066,6824.393066,6784.586914,6800.672852,6800.672852,120430300
2022-12-26,6800.712891,6858.146973,6796.166992,6835.808105,6835.808105,117543200
2022-12-27,6835.847168,6933.889160,6835.662109,6923.026855,6923.026855,121669200
2022-12-28,6923.065918,6953.039063,6828.140137,6850.520020,6850.520020,120571100
2022-12-29,6850.520020,6879.584961,6786.981934,6860.077148,6860.077148,141016100
2022-12-30,6860.116211,6888.735840,6838.588867,6850.619141,6850.619141,129302000
2023-01-02,6850.740234,6856.889160,6823.479004,6850.983887,6850.983887,109645000
2023-01-03,6850.983887,6908.001953,6838.574219,6888.757813,6888.757813,156894900
2023-01-04,6888.798828,6900.603027,6813.238770,6813.238770,6813.238770,142541400
2023-01-05,6813.279785,6813.421875,6621.986816,6653.840820,6653.840820,180589300
2023-01-06,6653.759766,6708.637207,6598.645996,6684.558105,6684.558105,109855600
2023-01-09,6684.558105,6726.965820,6638.645996,6688.265137,6688.265137,135949700
2023-01-10,6688.265137,6690.229004,6570.243164,6622.499023,6622.499023,144817300
2023-01-11,6622.539063,6622.794922,6557.919922,6584.453125,6584.453125,124903900
2023-01-12,6584.494141,6662.229004,6574.088867,6629.934082,6629.934082,148901900
2023-01-13,6629.934082,6658.476074,6600.594238,6641.830078,6641.830078,165594900
2023-01-16,6641.830078,6688.057129,6627.696777,6688.057129,6688.057129,154893500
2023-01-17,6688.057129,6801.871094,6688.057129,6767.339844,6767.339844,217634400
2023-01-18,6767.178223,6790.164063,6721.463867,6765.786133,6765.786133,194959200
2023-01-19,6765.746094,6820.984863,6754.551758,6819.907227,6819.907227,154234600
2023-01-20,6819.907227,6874.931152,6819.532227,6874.931152,6874.931152,173846000
2023-01-24,6874.931152,6906.791016,6841.006836,6860.854004,6860.854004,196805400
2023-01-25,6860.854004,6871.363770,6821.279785,6829.930176,6829.930176,187905300
2023-01-26,6829.970215,6874.869141,6815.785156,6864.817871,6864.817871,171067600
2023-01-27,6864.817871,6932.708984,6864.817871,6898.980957,6898.980957,149187500
2023-01-30,6899.021973,6925.469238,6834.081055,6872.480957,6872.480957,134698100
2023-01-31,6872.520996,6880.959961,6827.243164,6839.341797,6839.341797,151785000
2023-02-01,6838.916016,6893.184082,6838.916016,6862.257813,6862.257813,145899200
2023-02-02,6862.257813,6896.731934,6855.367188,6890.571777,6890.571777,189189500
2023-02-03,6890.713867,6951.966797,6890.713867,6911.731934,6911.731934,202858400
2023-02-06,6911.731934,6924.882813,6835.757813,6873.791016,6873.791016,143480000
2023-02-07,6873.791016,6946.233887,6873.791016,6935.300781,6935.300781,173101600
2023-02-08,6935.300781,6961.918945,6912.108887,6940.124023,6940.124023,172668200
2023-02-09,6940.124023,6961.151855,6896.040039,6897.365234,6897.365234,176681300
2023-02-10,6895.237793,6895.237793,6803.417969,6880.329102,6880.329102,140803700
2023-02-13,6880.329102,6915.144043,6871.882813,6900.140137,6900.140137,213914100
2023-02-14,6900.140137,6941.854980,6900.140137,6941.854980,6941.854980,162808100
2023-02-15,6941.854980,6946.034180,6872.869141,6914.538086,6914.538086,148477900
2023-02-16,6914.538086,6933.280762,6875.300781,6895.664063,6895.664063,173648600
2023-02-17,6895.664063,6919.091797,6868.279785,6895.713867,6895.713867,180098400
2023-02-20,6895.855957,6910.504883,6863.670898,6894.716797,6894.716797,175859700
